type,x,y,z,yaw,scale
FloweringPea,-8.3079,-1.6996,12.7639,0.00,0.0930
FloweringPea,-8.3079,-1.6996,12.8777,0.00,0.0930
FloweringPea,-8.3079,-1.6996,12.9897,0.00,0.0930
FloweringPea,-8.3079,-1.6996,13.1005,0.00,0.0930
FloweringPea,-8.3079,-1.6996,13.2077,0.00,0.0930
FloweringPea,-8.2411,-1.6996,12.7639,0.00,0.0930
FloweringPea,-8.2411,-1.6996,12.8777,0.00,0.0930
FloweringPea,-8.2411,-1.6996,12.9897,0.00,0.0930
FloweringPea,-8.2411,-1.6996,13.1005,0.00,0.0930
FloweringPea,-8.2411,-1.6996,13.2077,0.00,0.0930
FloweringPea,-8.1676,-1.6996,12.7639,0.00,0.0930
FloweringPea,-8.1676,-1.6996,12.8777,0.00,0.0930
FloweringPea,-8.1676,-1.6996,12.9897,0.00,0.0930
FloweringPea,-8.1676,-1.6996,13.1005,0.00,0.0930
FloweringPea,-8.1676,-1.6996,13.2077,0.00,0.0930
FloweringPea,-8.1019,-1.6996,12.7639,0.00,0.0930
FloweringPea,-8.1019,-1.6996,12.8777,0.00,0.0930
FloweringPea,-8.1019,-1.6996,12.9897,0.00,0.0930
FloweringPea,-8.1019,-1.6996,13.1005,0.00,0.0930
FloweringPea,-8.1019,-1.6996,13.2077,0.00,0.0930
FloweringPea,-8.0447,-1.6996,12.7639,0.00,0.0930
FloweringPea,-8.0447,-1.6996,12.8777,0.00,0.0930
FloweringPea,-8.0447,-1.6996,12.9897,0.00,0.0930
FloweringPea,-8.0447,-1.6996,13.1005,0.00,0.0930
FloweringPea,-8.0447,-1.6996,13.2077,0.00,0.0930
FloweringPea,-7.9739,-1.6996,12.7639,0.00,0.0930
FloweringPea,-7.9739,-1.6996,12.8777,0.00,0.0930
FloweringPea,-7.9739,-1.6996,12.9897,0.00,0.0930
FloweringPea,-7.9739,-1.6996,13.1005,0.00,0.0930
FloweringPea,-7.9739,-1.6996,13.2077,0.00,0.0930
FloweringPea,-7.9053,-1.6996,12.7639,0.00,0.0930
FloweringPea,-7.9053,-1.6996,12.8777,0.00,0.0930
FloweringPea,-7.9053,-1.6996,12.9897,0.00,0.0930
FloweringPea,-7.9053,-1.6996,13.1005,0.00,0.0930
FloweringPea,-7.9053,-1.6996,13.2077,0.00,0.0930
FloweringPea,-7.8385,-1.6996,12.7639,0.00,0.0930
FloweringPea,-7.8385,-1.6996,12.8777,0.00,0.0930
FloweringPea,-7.8385,-1.6996,12.9897,0.00,0.0930
FloweringPea,-7.8385,-1.6996,13.1005,0.00,0.0930
FloweringPea,-7.8385,-1.6996,13.2077,0.00,0.0930
FloweringPea,-7.7650,-1.6996,12.7639,0.00,0.0930
FloweringPea,-7.7650,-1.6996,12.8777,0.00,0.0930
FloweringPea,-7.7650,-1.6996,12.9897,0.00,0.0930
FloweringPea,-7.7650,-1.6996,13.1005,0.00,0.0930
FloweringPea,-7.7650,-1.6996,13.2077,0.00,0.0930
FloweringPea,-7.6993,-1.6996,12.7639,0.00,0.0930
FloweringPea,-7.6993,-1.6996,12.8777,0.00,0.0930
FloweringPea,-7.6993,-1.6996,12.9897,0.00,0.0930
FloweringPea,-7.6993,-1.6996,13.1005,0.00,0.0930
FloweringPea,-7.6993,-1.6996,13.2077,0.00,0.0930
FloweringPea,-7.0943,-1.6996,12.7639,0.00,0.0930
FloweringPea,-7.0943,-1.6996,12.8777,0.00,0.0930
FloweringPea,-7.0943,-1.6996,12.9897,0.00,0.0930
FloweringPea,-7.0943,-1.6996,13.1005,0.00,0.0930
FloweringPea,-7.0943,-1.6996,13.2077,0.00,0.0930
FloweringPea,-7.0235,-1.6996,12.7639,0.00,0.0930
FloweringPea,-7.0235,-1.6996,12.8777,0.00,0.0930
FloweringPea,-7.0235,-1.6996,12.9897,0.00,0.0930
FloweringPea,-7.0235,-1.6996,13.1005,0.00,0.0930
FloweringPea,-7.0235,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.9549,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.9549,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.9549,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.9549,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.9549,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.8881,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.8881,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.8881,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.8881,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.8881,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.8145,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.8145,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.8145,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.8145,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.8145,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.7489,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.7489,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.7489,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.7489,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.7489,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.6917,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.6917,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.6917,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.6917,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.6917,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.6209,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.6209,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.6209,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.6209,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.6209,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.5523,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.5523,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.5523,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.5523,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.5523,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.4855,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.4855,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.4855,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.4855,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.4855,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.4119,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.4119,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.4119,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.4119,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.4119,-1.6996,13.2077,0.00,0.0930
FloweringPea,-6.3462,-1.6996,12.7639,0.00,0.0930
FloweringPea,-6.3462,-1.6996,12.8777,0.00,0.0930
FloweringPea,-6.3462,-1.6996,12.9897,0.00,0.0930
FloweringPea,-6.3462,-1.6996,13.1005,0.00,0.0930
FloweringPea,-6.3462,-1.6996,13.2077,0.00,0.0930
FloweringPea,-4.3504,-1.6996,12.7639,0.00,0.0930
FloweringPea,-4.3504,-1.6996,12.8777,0.00,0.0930
FloweringPea,-4.3504,-1.6996,12.9897,0.00,0.0930
FloweringPea,-4.3504,-1.6996,13.1005,0.00,0.0930
FloweringPea,-4.3504,-1.6996,13.2077,0.00,0.0930
FloweringPea,-4.2796,-1.6996,12.7639,0.00,0.0930
FloweringPea,-4.2796,-1.6996,12.8777,0.00,0.0930
FloweringPea,-4.2796,-1.6996,12.9897,0.00,0.0930
FloweringPea,-4.2796,-1.6996,13.1005,0.00,0.0930
FloweringPea,-4.2796,-1.6996,13.2077,0.00,0.0930
FloweringPea,-4.2110,-1.6996,12.7639,0.00,0.0930
FloweringPea,-4.2110,-1.6996,12.8777,0.00,0.0930
FloweringPea,-4.2110,-1.6996,12.9897,0.00,0.0930
FloweringPea,-4.2110,-1.6996,13.1005,0.00,0.0930
FloweringPea,-4.2110,-1.6996,13.2077,0.00,0.0930
FloweringPea,-4.1442,-1.6996,12.7639,0.00,0.0930
FloweringPea,-4.1442,-1.6996,12.8777,0.00,0.0930
FloweringPea,-4.1442,-1.6996,12.9897,0.00,0.0930
FloweringPea,-4.1442,-1.6996,13.1005,0.00,0.0930
FloweringPea,-4.1442,-1.6996,13.2077,0.00,0.0930
FloweringPea,-4.0707,-1.6996,12.7639,0.00,0.0930
FloweringPea,-4.0707,-1.6996,12.8777,0.00,0.0930
FloweringPea,-4.0707,-1.6996,12.9897,0.00,0.0930
FloweringPea,-4.0707,-1.6996,13.1005,0.00,0.0930
FloweringPea,-4.0707,-1.6996,13.2077,0.00,0.0930
FloweringPea,-4.0050,-1.6996,12.7639,0.00,0.0930
FloweringPea,-4.0050,-1.6996,12.8777,0.00,0.0930
FloweringPea,-4.0050,-1.6996,12.9897,0.00,0.0930
FloweringPea,-4.0050,-1.6996,13.1005,0.00,0.0930
FloweringPea,-4.0050,-1.6996,13.2077,0.00,0.0930
FloweringPea,-3.9478,-1.6996,12.7639,0.00,0.0930
FloweringPea,-3.9478,-1.6996,12.8777,0.00,0.0930
FloweringPea,-3.9478,-1.6996,12.9897,0.00,0.0930
FloweringPea,-3.9478,-1.6996,13.1005,0.00,0.0930
FloweringPea,-3.9478,-1.6996,13.2077,0.00,0.0930
FloweringPea,-3.8770,-1.6996,12.7639,0.00,0.0930
FloweringPea,-3.8770,-1.6996,12.8777,0.00,0.0930
FloweringPea,-3.8770,-1.6996,12.9897,0.00,0.0930
FloweringPea,-3.8770,-1.6996,13.1005,0.00,0.0930
FloweringPea,-3.8770,-1.6996,13.2077,0.00,0.0930
FloweringPea,-3.8084,-1.6996,12.7639,0.00,0.0930
FloweringPea,-3.8084,-1.6996,12.8777,0.00,0.0930
FloweringPea,-3.8084,-1.6996,12.9897,0.00,0.0930
FloweringPea,-3.8084,-1.6996,13.1005,0.00,0.0930
FloweringPea,-3.8084,-1.6996,13.2077,0.00,0.0930
FloweringPea,-3.7416,-1.6996,12.7639,0.00,0.0930
FloweringPea,-3.7416,-1.6996,12.8777,0.00,0.0930
FloweringPea,-3.7416,-1.6996,12.9897,0.00,0.0930
FloweringPea,-3.7416,-1.6996,13.1005,0.00,0.0930
FloweringPea,-3.7416,-1.6996,13.2077,0.00,0.0930
FloweringPea,-3.6680,-1.6996,12.7639,0.00,0.0930
FloweringPea,-3.6680,-1.6996,12.8777,0.00,0.0930
FloweringPea,-3.6680,-1.6996,12.9897,0.00,0.0930
FloweringPea,-3.6680,-1.6996,13.1005,0.00,0.0930
FloweringPea,-3.6680,-1.6996,13.2077,0.00,0.0930
FloweringPea,-3.6024,-1.6996,12.7639,0.00,0.0930
FloweringPea,-3.6024,-1.6996,12.8777,0.00,0.0930
FloweringPea,-3.6024,-1.6996,12.9897,0.00,0.0930
FloweringPea,-3.6024,-1.6996,13.1005,0.00,0.0930
FloweringPea,-3.6024,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.9565,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.9565,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.9565,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.9565,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.9565,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.8857,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.8857,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.8857,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.8857,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.8857,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.8171,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.8171,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.8171,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.8171,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.8171,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.7503,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.7503,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.7503,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.7503,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.7503,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.6768,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.6768,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.6768,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.6768,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.6768,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.6111,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.6111,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.6111,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.6111,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.6111,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.5539,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.5539,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.5539,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.5539,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.5539,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.4831,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.4831,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.4831,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.4831,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.4831,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.4145,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.4145,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.4145,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.4145,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.4145,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.3477,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.3477,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.3477,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.3477,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.3477,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.2742,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.2742,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.2742,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.2742,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.2742,-1.6996,13.2077,0.00,0.0930
FloweringPea,-2.2085,-1.6996,12.7639,0.00,0.0930
FloweringPea,-2.2085,-1.6996,12.8777,0.00,0.0930
FloweringPea,-2.2085,-1.6996,12.9897,0.00,0.0930
FloweringPea,-2.2085,-1.6996,13.1005,0.00,0.0930
FloweringPea,-2.2085,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.6215,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.6215,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.6215,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.6215,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.6215,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.5507,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.5507,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.5507,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.5507,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.5507,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.4821,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.4821,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.4821,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.4821,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.4821,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.4153,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.4153,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.4153,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.4153,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.4153,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.3418,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.3418,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.3418,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.3418,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.3418,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.2761,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.2761,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.2761,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.2761,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.2761,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.2189,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.2189,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.2189,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.2189,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.2189,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.1481,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.1481,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.1481,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.1481,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.1481,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.0795,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.0795,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.0795,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.0795,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.0795,-1.6996,13.2077,0.00,0.0930
FloweringPea,-1.0127,-1.6996,12.7639,0.00,0.0930
FloweringPea,-1.0127,-1.6996,12.8777,0.00,0.0930
FloweringPea,-1.0127,-1.6996,12.9897,0.00,0.0930
FloweringPea,-1.0127,-1.6996,13.1005,0.00,0.0930
FloweringPea,-1.0127,-1.6996,13.2077,0.00,0.0930
FloweringPea,-0.9392,-1.6996,12.7639,0.00,0.0930
FloweringPea,-0.9392,-1.6996,12.8777,0.00,0.0930
FloweringPea,-0.9392,-1.6996,12.9897,0.00,0.0930
FloweringPea,-0.9392,-1.6996,13.1005,0.00,0.0930
FloweringPea,-0.9392,-1.6996,13.2077,0.00,0.0930
FloweringPea,-0.8735,-1.6996,12.7639,0.00,0.0930
FloweringPea,-0.8735,-1.6996,12.8777,0.00,0.0930
FloweringPea,-0.8735,-1.6996,12.9897,0.00,0.0930
FloweringPea,-0.8735,-1.6996,13.1005,0.00,0.0930
FloweringPea,-0.8735,-1.6996,13.2077,0.00,0.0930
FloweringPea,-0.2127,-1.6996,12.7639,0.00,0.0930
FloweringPea,-0.2127,-1.6996,12.8777,0.00,0.0930
FloweringPea,-0.2127,-1.6996,12.9897,0.00,0.0930
FloweringPea,-0.2127,-1.6996,13.1005,0.00,0.0930
FloweringPea,-0.2127,-1.6996,13.2077,0.00,0.0930
FloweringPea,-0.1419,-1.6996,12.7639,0.00,0.0930
FloweringPea,-0.1419,-1.6996,12.8777,0.00,0.0930
FloweringPea,-0.1419,-1.6996,12.9897,0.00,0.0930
FloweringPea,-0.1419,-1.6996,13.1005,0.00,0.0930
FloweringPea,-0.1419,-1.6996,13.2077,0.00,0.0930
FloweringPea,-0.0733,-1.6996,12.7639,0.00,0.0930
FloweringPea,-0.0733,-1.6996,12.8777,0.00,0.0930
FloweringPea,-0.0733,-1.6996,12.9897,0.00,0.0930
FloweringPea,-0.0733,-1.6996,13.1005,0.00,0.0930
FloweringPea,-0.0733,-1.6996,13.2077,0.00,0.0930
FloweringPea,-0.0065,-1.6996,12.7639,0.00,0.0930
FloweringPea,-0.0065,-1.6996,12.8777,0.00,0.0930
FloweringPea,-0.0065,-1.6996,12.9897,0.00,0.0930
FloweringPea,-0.0065,-1.6996,13.1005,0.00,0.0930
FloweringPea,-0.0065,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.0670,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.0670,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.0670,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.0670,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.0670,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.1327,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.1327,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.1327,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.1327,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.1327,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.1899,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.1899,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.1899,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.1899,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.1899,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.2607,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.2607,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.2607,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.2607,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.2607,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.3293,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.3293,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.3293,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.3293,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.3293,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.3961,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.3961,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.3961,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.3961,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.3961,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.4696,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.4696,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.4696,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.4696,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.4696,-1.6996,13.2077,0.00,0.0930
FloweringPea,0.5353,-1.6996,12.7639,0.00,0.0930
FloweringPea,0.5353,-1.6996,12.8777,0.00,0.0930
FloweringPea,0.5353,-1.6996,12.9897,0.00,0.0930
FloweringPea,0.5353,-1.6996,13.1005,0.00,0.0930
FloweringPea,0.5353,-1.6996,13.2077,0.00,0.0930
FloweringPea,-5.7035,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.7035,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.7035,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.7035,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.7035,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.6327,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.6327,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.6327,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.6327,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.6327,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.5641,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.5641,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.5641,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.5641,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.5641,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.4973,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.4973,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.4973,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.4973,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.4973,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.4238,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.4238,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.4238,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.4238,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.4238,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.3581,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.3581,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.3581,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.3581,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.3581,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.3009,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.3009,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.3009,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.3009,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.3009,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.2301,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.2301,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.2301,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.2301,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.2301,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.1615,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.1615,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.1615,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.1615,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.1615,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.0947,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.0947,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.0947,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.0947,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.0947,-1.6996,0.4855,0.00,0.0930
FloweringPea,-5.0212,-1.6996,0.0416,0.00,0.0930
FloweringPea,-5.0212,-1.6996,0.1554,0.00,0.0930
FloweringPea,-5.0212,-1.6996,0.2674,0.00,0.0930
FloweringPea,-5.0212,-1.6996,0.3782,0.00,0.0930
FloweringPea,-5.0212,-1.6996,0.4855,0.00,0.0930
FloweringPea,-4.9555,-1.6996,0.0416,0.00,0.0930
FloweringPea,-4.9555,-1.6996,0.1554,0.00,0.0930
FloweringPea,-4.9555,-1.6996,0.2674,0.00,0.0930
FloweringPea,-4.9555,-1.6996,0.3782,0.00,0.0930
FloweringPea,-4.9555,-1.6996,0.4855,0.00,0.0930
FloweringPea,-8.4473,-1.6996,0.0416,0.00,0.0930
FloweringPea,-8.4473,-1.6996,0.1554,0.00,0.0930
FloweringPea,-8.4473,-1.6996,0.2674,0.00,0.0930
FloweringPea,-8.4473,-1.6996,0.3782,0.00,0.0930
FloweringPea,-8.4473,-1.6996,0.4855,0.00,0.0930
FloweringPea,-8.3765,-1.6996,0.0416,0.00,0.0930
FloweringPea,-8.3765,-1.6996,0.1554,0.00,0.0930
FloweringPea,-8.3765,-1.6996,0.2674,0.00,0.0930
FloweringPea,-8.3765,-1.6996,0.3782,0.00,0.0930
FloweringPea,-8.3765,-1.6996,0.4855,0.00,0.0930
FloweringPea,-8.3079,-1.6996,0.0416,0.00,0.0930
FloweringPea,-8.3079,-1.6996,0.1554,0.00,0.0930
FloweringPea,-8.3079,-1.6996,0.2674,0.00,0.0930
FloweringPea,-8.3079,-1.6996,0.3782,0.00,0.0930
FloweringPea,-8.3079,-1.6996,0.4855,0.00,0.0930
